RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5670,61121302,Simon,630,Spain,Male,90,4,63187.33,1,0,0,88397.65,1
5671,36315159,Hernandez,678,Germany,Female,36,4,0.0,1,1,0,105628.93,0
5672,29574814,Brown,586,Spain,Male,39,1,19204.29,1,0,0,199239.88,0
5673,30072000,Gregory,680,France,Female,69,9,52432.63,1,1,1,157232.17,0
5674,73483243,Johnson,850,Germany,Male,85,10,24283.73,1,0,0,153134.99,0
5675,11307588,Jimenez,554,Germany,Male,45,5,121597.8,1,0,1,151292.09,0
5676,33703827,Rivas,541,Spain,Male,29,7,248871.61,1,1,0,208445.13,0
5677,66575546,Gutierrez,566,France,Female,22,8,79725.1,2,1,1,133216.98,0
5678,77054885,Dudley,617,Germany,Male,18,3,149845.68,2,1,0,107238.01,0
5679,28048483,Ray,599,Spain,Female,46,0,59778.07,1,1,0,136344.99,0
5680,94644676,Williams,549,France,Female,57,1,7479.68,4,0,1,68448.89,0
5681,79391501,Brown,645,Spain,Female,54,9,215573.83,1,1,1,148421.56,1
5682,81669929,Hammond,801,France,Male,35,8,0.0,2,1,0,158697.14,0
5683,52376193,Campbell,635,France,Male,68,1,134718.66,1,0,1,81362.45,1
5684,75313057,Campbell,640,Germany,Female,83,8,89395.62,1,0,0,92820.43,0
5685,50269906,Mendoza,683,France,Male,35,9,149604.9,1,1,1,120206.47,0
5686,43685164,Pham,712,France,Male,68,5,0.0,1,1,1,64113.05,0
5687,85448945,Johnson,783,France,Female,58,4,3841.7,2,1,1,41252.82,0
5688,86213459,Nelson,673,France,Male,69,10,34788.66,1,1,1,86523.41,0
5689,16403434,Wiggins,649,Spain,Male,19,9,221838.31,3,0,1,104385.23,0
5690,63472598,Young,553,Spain,Female,68,4,0.0,1,1,0,138140.61,1
5691,23284172,West,721,Germany,Male,74,5,210999.56,1,1,1,131885.51,1
5692,31923376,Smith,568,France,Male,68,10,53211.01,1,1,0,97661.52,0
5693,18057946,Santos,565,Germany,Male,81,10,120256.91,3,1,1,132987.71,0
5694,38919534,Russo,668,Spain,Female,74,6,3602.54,1,0,0,70340.21,1
5695,44130183,Conley,799,Germany,Female,91,7,77845.99,1,1,1,14296.0,1
5696,73960038,Graham,720,France,Female,68,8,213832.16,2,1,1,88678.06,1
5697,94538675,Crane,646,France,Female,51,3,27403.45,1,0,0,114319.25,0
5698,22925420,Freeman,554,Spain,Male,80,10,33196.65,2,1,0,67112.28,0
5699,70378491,Hall,797,Spain,Female,70,3,127310.79,1,1,1,16702.88,1
5700,54916840,Allison,644,France,Male,59,9,83105.99,3,0,0,50803.04,0
5701,44865621,Williams,621,Spain,Female,61,9,193559.94,3,1,1,31452.0,1
5702,58447502,Cox,703,France,Female,44,3,61061.84,1,1,1,22304.64,0
5703,58359530,George,606,France,Male,64,8,80265.06,2,1,0,103397.78,0
5704,85208908,Bryant,576,Spain,Female,53,9,95644.85,1,1,0,167930.95,0
5705,84825240,Kennedy,586,Germany,Female,27,5,9302.62,3,1,0,102504.25,0
5706,44589898,Martin,586,France,Male,51,5,0.0,1,1,0,167258.42,0
5707,56189726,Hopkins,540,Spain,Female,89,5,0.0,1,1,0,48439.74,0
5708,12662253,Watson,529,Spain,Female,42,0,129086.75,3,1,0,111414.67,0
5709,65265613,Arnold,744,France,Male,68,5,70728.06,1,0,1,132274.48,0
5710,26272220,Thomas,714,Germany,Male,49,7,0.0,3,0,0,56648.72,0
5711,57122567,Moss,570,Spain,Female,39,6,42581.35,2,1,1,49688.73,0
5712,91279039,Reed,736,Germany,Male,46,5,139244.83,1,1,0,79952.92,0
5713,36703705,Thompson,680,Spain,Male,89,5,17354.71,1,0,1,151067.52,0
5714,87424000,Morales,618,Germany,Female,26,5,118768.37,2,1,0,33063.25,0
5715,87295245,Mcdonald,531,France,Female,68,10,21972.37,2,0,1,53340.26,0
5716,97223468,Reed,683,France,Male,80,4,0.0,1,0,1,25479.03,1
5717,97124881,Carter,830,Spain,Male,31,2,183945.97,1,1,0,134535.8,0
5718,82267959,Olsen,651,Spain,Female,74,0,49474.83,2,1,0,60108.4,0
5719,33426205,Walton,746,France,Male,65,9,155844.28,1,0,1,94478.3,0
5720,48199537,Simpson,629,France,Female,43,1,222035.39,2,1,0,127246.05,1
5721,57661928,Daniels,739,Spain,Female,31,4,0.0,1,1,0,71725.71,0
5722,53632879,Ward,635,France,Male,88,8,34724.72,4,0,1,16473.8,0
5723,78510704,Reynolds,416,France,Female,32,1,57935.84,2,0,0,128857.4,0
5724,75430302,Guzman,579,Spain,Female,89,2,94091.8,1,0,1,133050.44,1
5725,69985944,Dyer,662,Spain,Female,66,6,99514.23,4,1,0,191481.95,0
5726,20523679,Cook,755,Spain,Male,82,6,0.0,4,0,0,117720.4,1
5727,61146483,Howard,635,Germany,Male,40,2,162263.72,4,1,0,104245.09,1
5728,92364557,Owens,652,France,Female,20,5,12393.33,1,0,0,115869.23,1
5729,48456543,Molina,593,Spain,Female,67,7,192008.48,1,1,0,89678.77,1
5730,72243750,Hensley,801,France,Female,45,2,0.0,1,1,1,98180.15,0
5731,94786974,Martin,795,France,Male,59,4,0.0,3,1,1,65910.67,0
5732,29441214,Williams,584,Spain,Male,52,3,0.0,2,1,1,115172.88,1
5733,32491607,Hunter,502,Germany,Male,42,10,0.0,1,1,0,116230.82,1
5734,95977279,Heath,474,Spain,Female,71,4,1672.58,1,0,1,90644.01,0
5735,55283492,Weber,708,France,Female,55,9,89038.87,3,1,0,46347.74,0
5736,66615250,George,663,Spain,Female,65,9,16221.51,1,1,0,15471.75,0
5737,94728082,Fernandez,574,Germany,Male,68,1,0.0,2,0,0,69612.98,1
5738,92182875,Collier,676,Germany,Female,68,10,0.0,1,0,0,63661.44,1
5739,86723896,Moore,530,Spain,Male,42,0,53540.11,1,1,1,77465.65,1
5740,64327674,Lindsey,727,France,Male,75,4,35557.71,1,1,1,73760.89,1
5741,19575640,Taylor,612,Germany,Female,34,1,120360.74,1,1,1,197794.59,0
5742,20618223,Velasquez,545,Germany,Male,89,0,0.0,1,1,0,77778.19,1
5743,31743203,Harris,614,Spain,Female,78,6,145780.67,1,0,0,23986.68,0
5744,56120632,Steele,611,Spain,Female,59,6,82824.68,1,1,1,101011.48,0
5745,40630893,Miller,685,Germany,Male,31,6,0.0,3,0,1,78271.74,0
5746,52074850,Barnes,763,France,Male,85,4,89468.81,2,1,1,205950.0,1
5747,52530677,Rodriguez,758,France,Male,59,8,6091.88,1,1,1,116957.19,0
5748,97645934,Mason,665,Spain,Female,79,5,0.0,1,1,0,151112.65,0
5749,49105187,Williams,631,Spain,Male,20,5,146568.03,1,1,1,101707.81,0
5750,45899536,Garcia,594,Spain,Male,43,4,141681.07,1,1,1,110946.25,0
5751,91253395,Smith,478,France,Male,40,2,184179.89,2,1,0,69577.56,0
5752,96522692,Michael,648,France,Female,79,7,138005.78,2,1,0,97147.4,1
5753,63077115,Ortega,567,Spain,Male,52,9,24449.47,2,0,1,48529.82,0
5754,46406303,Martin,768,Spain,Male,26,3,77077.07,1,1,1,74992.33,0
5755,69713250,Perez,630,France,Male,64,5,99897.17,1,1,1,117970.08,1
5756,58743159,Mckinney,722,Germany,Male,29,9,0.0,1,1,0,121964.07,0
5757,88775038,Rogers,603,France,Male,51,2,0.0,1,1,1,112468.58,0
5758,79918804,Wilson,584,France,Male,92,4,36796.14,1,0,1,65164.11,1
5759,70436720,Dennis,708,France,Female,50,2,26544.55,1,0,1,226342.65,0
5760,65564671,Robles,676,France,Male,50,3,130131.99,1,0,1,94692.53,0
5761,32457056,Kelley,681,France,Male,21,5,88968.32,1,1,1,113842.8,0
5762,34680787,Foster,640,Spain,Female,52,10,22275.14,3,1,0,171975.12,0
5763,13100576,Sandoval,726,Germany,Male,89,0,123773.26,1,1,1,46918.06,1
5764,26782572,Long,712,Spain,Male,89,3,54909.91,2,0,1,89804.63,0
5765,41491128,Ray,438,France,Male,90,9,6133.86,3,1,1,204632.44,1
5766,98855162,Brady,625,France,Male,45,0,158510.21,3,0,1,126074.29,0
5767,43775489,Watts,748,France,Male,22,5,51911.97,2,0,0,145307.71,0
5768,20746107,Travis,551,Germany,Female,35,1,84915.42,2,1,1,78753.58,0
5769,38262427,Perez,485,France,Male,33,6,0.0,1,1,0,76629.29,0
5770,32402343,Schneider,636,Germany,Female,23,7,25602.88,1,1,1,38611.2,0
5771,63290556,Moore,700,Spain,Female,71,6,96175.78,1,0,1,214057.29,1
5772,23825676,Benson,605,Spain,Male,57,6,33005.23,2,1,1,74413.57,0
5773,22825003,Mullins,775,France,Female,72,8,180382.15,1,1,1,23078.17,1
5774,18562070,Moran,828,Germany,Male,32,5,138249.64,1,1,0,167064.42,0
5775,73509922,Barry,463,France,Male,70,6,89711.63,1,1,0,62034.8,1
5776,83609531,Costa,612,France,Female,22,0,78485.26,1,1,1,140205.88,0
5777,17224328,Marsh,428,Germany,Male,72,0,41547.87,3,1,0,138427.37,1
5778,13538638,Simpson,714,Germany,Female,78,1,0.0,2,1,0,159112.68,1
5779,63286118,Moon,584,Germany,Female,37,5,0.0,1,1,1,20490.88,0
5780,80327779,Neal,603,France,Male,42,4,87034.27,3,1,0,121430.37,0
5781,21173787,Parker,761,Spain,Male,50,4,95647.63,2,1,0,38096.07,1
5782,23949034,Campos,521,Spain,Female,61,4,139076.89,3,1,1,103359.81,1
5783,45225746,Turner,496,France,Male,57,10,177101.85,2,1,0,148908.23,0
5784,92960269,Clark,429,Spain,Male,25,4,166446.96,2,1,0,2346.67,0
5785,30840572,Little,773,France,Male,46,4,0.0,3,1,1,74939.16,0
5786,21316066,Lynn,750,Germany,Male,55,5,59146.47,1,0,1,46068.91,0
5787,97890153,Lee,621,Spain,Female,64,8,102966.15,2,0,0,109201.95,0
5788,62324272,Smith,526,Spain,Male,65,8,73954.54,1,0,0,36310.0,0
5789,51523026,Phillips,730,Spain,Male,67,10,0.0,3,1,1,138920.37,0
5790,40783635,Clark,850,France,Female,51,6,40797.74,2,1,0,85860.91,0
5791,43204998,Carey,627,Spain,Female,55,10,132014.63,1,0,1,96929.16,1
5792,48141360,Becker,533,Germany,Female,43,6,78883.86,2,1,0,113103.76,1
5793,69479985,Jones,770,France,Female,38,5,0.0,1,1,1,59190.36,0
5794,94084814,Chavez,540,France,Male,41,6,0.0,2,1,0,39115.56,0
5795,26966692,Wilson,614,Spain,Male,50,5,59035.7,2,0,0,183147.89,0
5796,27619715,Duffy,394,Germany,Female,26,2,103684.65,1,0,1,29836.95,0
5797,80698159,Stanley,620,Germany,Male,34,4,0.0,2,0,1,39872.49,0
5798,32898616,Smith,526,Spain,Female,26,6,69501.33,2,0,0,79469.56,0
5799,13834774,Harper,772,Germany,Male,48,6,510.44,3,0,1,144500.91,0
5800,14718421,Cooper,555,France,Female,55,1,97192.54,4,1,0,20971.65,0
5801,99060057,Brooks,725,France,Female,30,8,0.0,1,1,0,84933.43,0
5802,57894420,Torres,639,Germany,Female,28,7,61579.5,1,1,1,169603.51,0
5803,53647781,Harvey,662,Spain,Male,57,5,45686.22,1,1,1,118098.89,0
5804,73908407,Gillespie,700,Germany,Female,34,4,141239.92,1,0,0,43533.63,0
5805,72705646,Reid,644,Germany,Female,83,6,76675.53,1,1,0,158976.6,1
5806,82555977,Watkins,587,Germany,Female,30,6,122071.39,1,0,1,81034.44,0
5807,46562845,Shelton,571,Germany,Female,54,4,57665.48,3,1,0,126129.75,0
5808,83624500,Rowland,699,Spain,Male,78,9,50815.86,2,1,0,55429.46,0
5809,69706076,Porter,465,France,Male,25,1,126961.41,2,1,1,156353.84,0
5810,28134815,Bell,812,Spain,Male,51,4,117694.63,1,1,1,81215.7,0
5811,82381952,Scott,662,Germany,Female,53,4,56109.09,1,1,1,112742.61,1
5812,33761455,Wells,617,France,Female,59,1,0.0,1,1,0,4137.12,0
5813,89299984,Salinas,675,Germany,Male,84,0,27489.27,1,1,0,185351.06,1
5814,90206393,Mullins,592,Germany,Female,61,9,19322.45,2,1,0,174505.42,0
5815,71276220,Carrillo,632,Germany,Male,46,8,36739.38,3,0,0,32647.97,1
5816,94697764,Henderson,540,Spain,Female,47,4,95628.81,3,1,1,187439.15,1
5817,95342494,Matthews,686,France,Male,64,2,27269.54,3,0,1,23633.29,0
5818,85696716,Gilmore,642,France,Male,40,4,23223.37,1,1,0,27934.31,0
5819,68381674,Avery,668,France,Male,69,7,99408.79,1,1,0,88147.44,1
5820,80257585,Cohen,793,France,Female,46,3,173261.17,1,1,0,110562.94,0
5821,95870691,Vang,571,Germany,Female,22,0,143504.59,1,1,0,150667.93,0
5822,95836028,James,637,Spain,Male,58,4,38181.38,1,0,0,94924.22,0
5823,81643293,Estes,489,Germany,Male,36,6,100287.46,2,1,1,39514.08,0
5824,51562039,Blake,703,France,Female,44,5,135259.48,1,1,1,161138.83,0
5825,56596140,Miller,648,France,Male,42,1,45293.93,3,1,0,90119.42,0
5826,74646194,King,651,France,Female,28,9,0.0,1,0,1,136588.99,0
5827,82433029,Davis,634,Germany,Male,39,6,96677.41,2,1,1,154441.75,0
5828,40484663,Sanchez,593,France,Female,86,7,0.0,2,1,0,68287.71,1
5829,22019737,Rivas,850,Germany,Female,42,10,0.0,2,0,1,85856.25,0
5830,69305486,Welch,653,Spain,Male,72,5,120905.4,1,1,0,137223.4,1
5831,51321368,Davis,678,Germany,Female,48,6,89370.55,1,1,0,155099.38,0
5832,59094606,James,539,France,Male,22,8,37199.36,1,1,0,65406.1,0
5833,65325058,Rogers,735,France,Female,80,8,48331.78,1,1,1,98322.08,0
5834,44870711,Munoz,638,Germany,Female,85,9,27691.38,1,1,0,21143.59,1
5835,30900054,Harrison,693,Germany,Male,35,7,0.0,1,0,1,77096.18,0
5836,50744867,Morris,737,France,Female,30,0,110826.92,2,1,1,184708.1,0
5837,11416778,Tran,639,Spain,Male,87,3,28088.62,3,1,1,4121.17,0
5838,10012394,Padilla,584,Germany,Female,25,6,142337.34,1,1,1,203691.08,1
5839,80238316,Hayes,424,France,Female,84,4,14724.2,1,0,1,205145.45,0
5840,28293937,Austin,612,France,Female,30,0,0.0,1,1,1,32036.45,1
5841,56155452,Davis,583,France,Male,83,2,127821.03,1,1,1,40278.46,0
5842,48488577,Sutton,539,France,Female,87,3,103825.61,1,1,0,101132.17,1
5843,72974683,Watkins,790,France,Male,36,0,38543.7,2,1,1,76995.59,0
5844,81819757,Leonard,745,Germany,Male,34,8,84261.95,1,0,0,160561.11,0
5845,11116303,Johnson,472,France,Female,25,4,30256.68,1,1,1,144509.57,0
5846,76025948,Hunter,664,Spain,Male,77,8,0.0,3,1,0,95813.45,0
5847,74030858,Jones,570,Spain,Male,44,9,89818.6,2,1,0,25182.46,0
5848,50213043,White,685,France,Male,66,9,1433.48,1,1,0,85034.83,0
5849,11225756,Hill,572,France,Female,64,9,91178.21,1,0,0,245474.11,0
5850,67772049,Cunningham,597,Spain,Female,56,5,0.0,4,1,1,113654.05,1
5851,49315407,Solis,743,Spain,Male,36,2,94738.81,4,1,0,182779.1,0
5852,90128487,Nichols,729,Spain,Male,45,0,61565.74,2,1,1,122259.58,0
5853,41033204,Ramsey,796,France,Female,55,6,66036.35,1,0,1,199986.42,0
5854,10968781,King,628,France,Male,24,1,132667.13,2,1,1,97268.9,0
5855,83579795,Wilson,508,France,Female,48,2,57053.06,1,0,0,170217.04,1
5856,60149632,Black,739,Spain,Female,71,2,47147.64,1,1,0,156545.82,0
5857,35309568,Thompson,739,Germany,Female,49,3,18258.47,1,1,0,106058.03,1
5858,65262252,Hayes,710,Germany,Male,47,4,0.0,1,1,1,106291.75,0
5859,85236332,Nash,577,Germany,Female,81,3,0.0,1,0,0,17417.52,1
5860,68667423,Williams,546,France,Female,58,5,45869.63,2,1,0,79559.44,1
5861,62982727,Burke,701,Germany,Male,73,10,110424.0,2,1,1,243274.52,0
5862,43540489,Simmons,564,France,Female,21,7,115432.14,4,1,1,203678.86,0
5863,31913660,Mcdaniel,620,Germany,Male,87,7,16726.79,4,0,0,96464.36,0
5864,96703417,Schmitt,850,Germany,Female,76,1,26704.97,2,1,1,52841.13,1
5865,62307771,Jones,850,Germany,Female,80,1,111790.38,1,1,0,171972.59,1
5866,60782359,Olson,726,France,Male,69,2,84708.47,1,0,1,118083.38,0
5867,39607414,Wright,585,Spain,Male,58,9,0.0,1,0,1,128760.11,0
5868,45296615,Hughes,579,Germany,Male,57,1,104626.62,2,1,1,84391.85,0
5869,20631350,Garner,719,France,Male,64,10,138771.7,1,1,1,186833.61,0
5870,66672010,Valdez,795,France,Female,55,8,73586.17,2,0,0,116395.78,0
5871,93929434,Thompson,600,Germany,Male,72,9,40729.59,1,1,0,137310.78,0
5872,42153442,Bennett,605,France,Female,43,3,0.0,2,1,1,41511.54,0
5873,79338228,Turner,658,France,Male,75,1,26107.8,2,0,0,57048.48,1
5874,92304487,Walker,515,France,Female,43,1,84849.19,1,1,0,36057.31,0
5875,46489118,Glenn,518,France,Female,53,9,0.0,4,1,0,126818.9,0
5876,48208680,Silva,535,France,Female,23,4,25416.8,1,1,0,105925.5,0
5877,97034430,Snyder,702,Germany,Female,85,4,0.0,1,1,1,25050.4,0
5878,81396350,Reeves,676,France,Female,69,2,55897.93,2,1,0,118919.55,0
5879,46080681,Stokes,760,Germany,Female,36,3,121457.39,1,1,0,108162.69,0
5880,65419020,Gould,481,France,Female,21,4,21742.55,3,0,1,5837.93,0
5881,35233016,Wilson,502,France,Male,81,8,25814.74,2,1,1,59260.0,0
5882,19189076,Martin,694,France,Male,18,9,52836.48,1,0,0,114437.24,0
5883,34482277,Anderson,565,Spain,Male,54,5,0.0,2,0,1,41452.2,0
5884,28337367,Irwin,572,Spain,Female,20,3,121093.67,3,1,1,85325.26,0
5885,48868823,Jacobs,748,France,Female,70,4,0.0,1,0,0,57546.32,0
5886,24811778,Johnson,596,France,Female,33,1,120319.93,1,1,1,9968.53,0
5887,95482292,Crawford,607,France,Female,50,0,0.0,3,1,1,20723.81,0
5888,71115104,Bauer,625,France,Male,60,2,85765.48,3,1,0,32732.16,0
5889,92910238,Jordan,631,Spain,Female,45,0,26298.73,3,1,1,213220.05,0
5890,70769389,Erickson,716,France,Male,69,0,71200.25,1,1,1,29288.2,0
5891,46525224,Hurst,532,Spain,Male,56,2,8425.23,2,0,1,90004.15,1
5892,93584597,Richardson,631,Germany,Female,49,9,100472.75,1,0,1,96088.56,0
5893,76034587,Stephens,762,Germany,Male,42,2,45516.81,2,1,1,210453.62,0
5894,35204672,Barnes,850,Spain,Female,48,7,0.0,1,1,1,18213.12,0
5895,53036072,Johnson,518,France,Female,42,1,70734.29,1,0,0,58757.77,1
5896,12603206,Graham,682,Spain,Female,61,5,0.0,3,1,1,116198.13,0
5897,30421134,Miles,631,France,Male,75,6,89974.24,1,1,1,92451.95,0
5898,16661503,Jones,640,Spain,Male,62,6,68261.53,1,1,1,75068.47,0
5899,81802559,Miller,573,Germany,Male,20,8,36910.15,2,1,0,130705.48,0
5900,12970357,Rich,723,France,Male,81,2,7929.17,2,0,1,21504.85,0
5901,34956121,Ortega,718,Spain,Male,76,8,98069.4,1,1,1,82049.02,0
5902,23726915,Wells,850,France,Male,79,4,1204.58,2,1,1,66081.72,1
5903,47864772,Hunter,521,France,Female,21,4,187278.4,4,1,0,148952.77,0
5904,46130759,Sanchez,480,Spain,Female,79,3,0.0,2,1,0,22479.4,1
5905,26782477,Reilly,849,France,Female,53,10,22569.73,1,1,1,85674.11,0
5906,68843284,Taylor,644,Spain,Male,81,9,114905.48,2,1,1,88120.82,1
5907,11101134,Johnson,605,Germany,Female,76,5,146575.67,1,0,1,73189.31,0
5908,41247296,Miller,668,Germany,Male,83,8,39661.64,1,0,0,63790.63,1
5909,22106034,Lopez,514,France,Male,27,10,97768.79,1,1,1,89483.7,0
5910,30224423,Gonzalez,686,France,Male,59,3,68238.93,1,1,1,159653.13,0
5911,11976335,Keller,642,Spain,Female,72,3,118274.57,1,0,1,134048.72,0
5912,76247126,Gardner,754,France,Female,62,8,48325.25,1,1,0,55943.93,0
5913,39150491,Grant,733,Germany,Male,78,3,138865.61,1,0,0,55524.11,1
5914,55890766,Woods,741,France,Female,72,1,67109.12,3,1,0,34458.14,1
5915,66404064,Arellano,668,France,Female,20,6,56341.1,1,1,0,154025.55,0
5916,51819114,Douglas,805,Germany,Male,32,2,116205.27,3,1,0,62295.74,0
5917,76893545,Perkins,705,Spain,Female,65,6,131844.29,1,1,1,26145.97,0
5918,59848072,Wilson,598,Spain,Male,45,1,0.0,1,1,1,100969.52,0
5919,72234675,Williams,571,Spain,Male,44,5,0.0,3,0,1,111485.02,0
5920,14259684,Harris,582,France,Female,86,2,97183.72,1,1,0,79374.85,1
5921,54325223,Evans,707,France,Male,24,5,34955.76,2,1,0,101687.44,0
5922,20767361,Francis,520,France,Female,57,2,0.0,2,1,0,85442.88,1
5923,29607576,Myers,665,Germany,Male,41,2,52814.23,2,0,0,123986.8,0
5924,17521339,Watson,569,France,Female,21,9,256489.37,1,0,1,110489.53,1
5925,45769504,Dixon,528,Germany,Female,46,10,6464.62,2,1,0,58500.44,1
5926,62669959,Smith,544,France,Female,48,3,130910.48,1,1,1,131931.97,0
5927,19581091,Warren,647,Spain,Female,52,7,28792.39,1,1,0,46295.41,0
5928,82905989,Adams,724,Spain,Female,30,3,14035.57,1,0,1,33773.07,0
5929,73102032,Moreno,584,Spain,Male,72,1,38058.99,2,1,1,104559.76,0
5930,34374441,Turner,448,France,Male,44,1,12125.79,2,1,0,116492.73,0
5931,35795612,Cain,850,Spain,Female,61,9,21219.7,1,1,1,143915.03,0
5932,43565097,Flores,758,France,Male,58,0,31055.66,2,1,1,200567.3,0
5933,61214452,Sanchez,740,France,Male,60,5,8404.64,2,1,0,9410.86,0
5934,11693222,Castillo,807,France,Female,55,2,66945.52,1,1,0,61673.55,1
5935,26369402,Lewis,658,France,Male,40,8,86453.15,3,0,0,102225.66,0
5936,43415162,Beck,636,Germany,Male,54,1,0.0,1,1,1,191483.45,1
5937,61646699,Mendoza,781,France,Female,57,6,115033.05,1,1,1,72567.91,0
5938,69453211,Lewis,780,France,Female,19,3,34822.5,1,0,0,1583.94,0
5939,43173547,Thompson,709,Germany,Female,72,5,66479.48,3,1,1,32745.17,0
5940,14497675,Tran,735,Spain,Male,51,2,58493.94,2,1,1,83621.66,0
5941,36733470,Sims,529,Germany,Male,39,1,81091.16,1,0,1,117370.12,0
5942,71852177,Trevino,625,Germany,Female,20,1,0.0,1,1,1,220611.23,1
5943,22611138,Jones,815,France,Male,40,6,125288.83,1,1,0,57725.66,0
5944,79946108,Estrada,728,Spain,Female,48,7,0.0,3,1,0,125449.4,0
5945,99390064,Hodge,508,France,Male,80,9,4199.17,1,1,1,154241.26,0
5946,37977300,Thomas,598,France,Male,66,10,177190.08,1,1,0,62197.14,0
5947,73461570,Hodges,799,France,Male,49,8,66018.26,1,0,1,189955.03,0
5948,62227199,Woods,694,Germany,Male,27,0,34246.19,2,1,1,61516.68,0
5949,51890609,Fritz,667,France,Male,38,7,35800.08,1,1,0,35545.39,0
5950,53360807,Jones,670,Germany,Female,86,7,204525.3,4,1,1,182404.11,0
5951,31288466,Martin,641,France,Female,27,7,0.0,3,0,1,91918.48,0
5952,94444996,Sims,599,France,Male,65,7,0.0,2,0,1,30540.52,0
5953,15662097,Gutierrez,569,France,Female,56,7,0.0,2,0,1,69433.43,0
5954,83763371,Garrett,748,France,Male,34,6,71956.46,1,1,1,53489.25,0
5955,79917538,Pace,673,France,Male,83,6,0.0,1,1,1,62648.89,0
5956,26393556,Clayton,718,Germany,Female,47,7,164184.06,1,1,1,104440.46,0
5957,43999060,Russell,703,Germany,Female,67,0,78731.33,2,0,1,74534.54,0
5958,74589542,Goodwin,786,France,Female,25,5,11285.64,1,1,1,211670.53,0
5959,95700705,Williams,694,Germany,Male,90,1,100435.48,2,1,1,73741.88,1
5960,50106013,Flores,729,France,Male,19,10,68885.06,2,0,0,85533.28,0
5961,36672234,Foster,666,France,Female,41,10,0.0,4,0,0,178570.0,0
5962,58375646,Lee,558,France,Female,86,1,0.0,2,0,1,165150.69,1
5963,16991067,Barber,628,France,Female,65,9,0.0,2,1,0,137056.52,1
5964,99482259,Brooks,707,France,Female,68,5,131437.16,1,1,0,71382.55,0
5965,39231043,Cole,715,Germany,Male,41,7,191266.56,4,1,1,176386.87,1
5966,25157001,Huff,790,France,Female,76,7,39251.06,1,1,0,72117.06,0
5967,41670798,Walker,605,Spain,Female,87,1,0.0,1,1,0,33531.59,1
5968,94947603,Solomon,671,France,Male,64,9,42510.58,2,1,0,60157.56,0
5969,68272190,Mendoza,637,Germany,Male,34,7,0.0,4,1,1,139736.15,0
5970,53555463,Avery,807,Spain,Female,86,5,57704.27,1,0,1,79209.91,1
5971,12022353,Hicks,686,France,Male,18,6,98368.91,4,1,0,105634.41,0
5972,32462726,Russell,688,France,Female,85,10,46025.84,1,1,1,38256.5,1
5973,47057520,Wiggins,646,Germany,Female,18,7,42333.67,2,0,0,141119.82,0
5974,88476684,Reid,628,Spain,Male,22,7,150567.56,2,1,1,52080.73,0
5975,26059096,Allen,509,Spain,Male,21,9,0.0,2,0,0,43830.8,0
5976,63124490,Boyd,527,France,Female,32,7,46127.03,3,1,0,82117.78,0
5977,42626898,Crawford,667,Spain,Male,72,1,6830.74,1,1,0,19885.87,1
5978,11198544,Jones,655,France,Female,47,9,19711.75,2,0,1,41607.37,0
5979,15636254,Greene,667,France,Male,23,9,166917.94,2,1,1,44578.16,0
5980,87990837,Butler,741,Germany,Female,43,8,113918.29,2,1,1,107365.07,0
5981,73789750,Hoffman,659,Germany,Male,92,1,155832.03,3,0,0,53635.28,1
5982,90022258,Bush,616,Germany,Male,57,5,23883.98,1,0,0,111295.02,1
5983,30802666,Waters,629,Spain,Female,72,0,98392.99,1,0,1,85052.83,0
5984,59848284,Mejia,673,France,Male,37,8,0.0,2,1,1,67316.86,0
5985,22009789,Williams,613,Germany,Male,57,10,0.0,1,1,0,164614.93,0
5986,43382936,Ramirez,753,France,Male,77,0,173980.15,1,1,1,381.61,1
5987,31165928,Campbell,648,France,Female,68,1,100924.88,2,1,1,129291.46,1
5988,77098020,Santos,674,France,Female,18,10,75886.34,1,1,0,29524.2,0
5989,22267708,Hatfield,570,Spain,Male,63,8,69972.37,3,0,0,47744.67,0
5990,93033107,Peterson,753,France,Male,77,9,101841.7,1,0,1,69574.57,0
5991,55422244,Huff,789,France,Male,28,2,113053.65,1,1,1,81120.72,0
5992,93903841,Jacobs,517,Germany,Female,47,7,0.0,2,1,0,91087.61,1
5993,18060088,Calhoun,688,Spain,Male,66,9,26736.76,1,0,1,100095.91,1
5994,18022882,Wyatt,639,Spain,Female,18,0,73918.12,2,1,1,64923.41,0
5995,57716774,Harrison,677,Germany,Male,71,3,22580.3,1,1,1,41761.78,1
5996,96513378,Freeman,693,France,Female,81,3,0.0,2,0,1,52180.97,0
5997,30658582,Todd,433,Germany,Female,57,5,107803.84,1,1,0,141157.42,0
5998,81988124,Franco,723,Spain,Male,51,2,154525.01,2,1,0,125562.39,0
5999,24413864,Lawrence,757,Spain,Female,24,3,0.0,1,1,0,127301.25,0
6000,26888275,Castro,768,Spain,Male,72,2,103184.92,3,1,0,79321.08,0
6001,75477163,Fleming,558,France,Female,88,0,0.0,1,0,0,120858.94,1
6002,41229060,Greene,646,France,Male,83,7,51664.61,1,1,0,66591.91,1
6003,52512063,Floyd,597,Germany,Male,59,7,131691.24,1,0,0,72124.78,0
6004,84940527,Taylor,464,France,Male,20,9,5707.41,1,1,1,59830.7,0
